county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Hardin County,IA,89.2,10.8,0.2,0,0,0,4021,4647,1
Hardin County,IL,85,15,2.8,0.5,0,0,742,1535,1
Hardin County,KY,91.5,8.5,5,3.1,0,0,15214,23357,1
Hardin County,OH,89.9,10.1,1.3,0,0,0,4487,7337,1
Hardin County,TN,66.3,33.7,10.6,2.7,0,0,2467,7886,1
Hardin County,TX,80.7,19.3,8.5,1,0,0,3358,17744,1
Harding County,NM,53.9,46.1,31,22.3,12.7,0.1,260,326,1
Harding County,SD,42.5,57.5,44.1,14.7,1.5,0,82,638,1
Hardy County,WV,87.2,12.8,0,0,0,0,1477,3523,1
Harford County,MD,68.7,31.3,15.3,0.4,0,0,46390,69496,1
Harlan County,KY,86.7,13.3,6.4,3.2,1.2,0,1830,8653,1
Harlan County,NE,65.2,34.8,0,0,0,0,311,1248,1
Harmon County,OK,53.1,46.9,35,26.9,18.6,1.8,264,659,1
Harnett County,NC,67.8,32.2,5.5,0,0,0,16858,25070,1
Harney County,OR,36.8,63.2,46.5,23.6,5.1,0,829,2599,1
Harper County,KS,58.8,41.2,24.9,18.9,9.3,0.4,536,1723,1
Harper County,OK,43.2,56.8,39.6,24,13.8,6.5,173,1261,1
Harris County,GA,61.6,38.4,25.2,13.1,8,4.7,4141,11193,1
Harris County,TX,88.5,11.5,1.3,0,0,0,585451,584866,0
Harrison County,IA,88.1,11.9,0.1,0,0,0,3131,4059,1
Harrison County,IN,89.7,10.3,4.5,1.4,0,0,6600,10629,1
Harrison County,KY,92.7,7.3,4.5,3.1,0,0,2471,4556,1
Harrison County,MO,55.6,44.4,17.9,5.9,3,0,984,2624,1
Harrison County,MS,83.1,16.9,4.6,1.6,0.1,0,22242,38646,1
Harrison County,OH,92.3,7.7,0.3,0,0,0,2895,3936,1
Harrison County,TX,59.5,40.5,26.2,12.7,0.7,0,8431,17471,1
Harrison County,WV,95.9,4.1,0,0,0,0,9660,15755,1
Hart County,GA,64.4,35.6,19.8,17.3,7.8,3.1,2869,6516,1
Hart County,KY,89.7,10.3,5.1,3.2,0,0,2283,4256,1
Hartford County,CT,67.7,32.3,24.6,19.6,8.5,0,244314,143648,0
Hartley County,TX,61.6,38.4,19.1,13.2,7.2,0.1,183,1700,1
Harvey County,KS,59.2,40.8,27.5,19.2,10,0,5162,8352,1
Haskell County,KS,59.6,40.4,34.6,25.4,9.9,3.7,202,1131,1
Haskell County,OK,62.5,37.5,25.9,21.7,3.7,0,1175,3069,1
Haskell County,TX,65.4,34.6,17.8,7.3,0.8,0,551,1422,1
Hawaii County,HI,49.9,50.1,26.4,4.1,0.3,0,46670,14541,0
Hawkins County,TN,78,22,8,2.3,0.3,0,5086,14376,1
Hayes County,NE,65,35,2.8,0,0,0,50,473,1
Hays County,TX,63.4,36.6,15.5,2.9,0,0,25448,31577,1
Haywood County,NC,73.4,26.6,21.5,13.5,2.4,0,11742,15553,1
Haywood County,TN,86.3,13.7,6.8,2.9,0,0,4567,2960,0
Heard County,GA,70,30,19.8,15.1,7.7,2.4,947,3155,1
Hemphill County,TX,51.2,48.8,29.7,18.8,13.4,5,192,1298,1
Hempstead County,AR,69.4,30.6,19.6,6.9,1.9,0,2466,4284,1
Henderson County,IL,65.7,34.3,6.1,1.4,0,0,1977,1538,0
Henderson County,KY,86.9,13.1,4.1,0,0,0,8091,10296,1
Henderson County,NC,77.6,22.4,19.7,12.7,3,0,18519,32860,1
Henderson County,TN,84.9,15.1,5.3,3.3,0,0,2516,7418,1
Henderson County,TX,60.1,39.9,16.3,2.8,0,0,6094,21202,1
Hendricks County,IN,87.9,12.1,2.6,0,0,0,21100,44308,1
Hendry County,FL,68,32,18.8,6.3,0,0,4751,5355,1
Hennepin County,MN,97.5,2.5,0,0,0,0,423979,240073,0
Henrico County,VA,75.6,24.4,0.9,0,0,0,89116,70235,0
Henry County,AL,58.5,41.5,27.4,11.3,1.9,0,3046,5605,1
Henry County,GA,66.1,33.9,20,14.1,11.6,4.4,43374,46299,1
Henry County,IA,41.1,58.9,23.6,1.7,0,0,4451,5025,1
Henry County,IL,79.4,20.6,0.5,0,0,0,12316,11564,0
Henry County,IN,95.9,4.1,0,0,0,0,7613,10836,1
Henry County,KY,92.1,7.9,3.9,2.5,0,0,2529,3940,1
Henry County,MO,61.3,38.7,8,0,0,0,3604,6229,1
Henry County,OH,93.1,6.9,0,0,0,0,5513,8111,1
Henry County,TN,87.5,12.5,5.1,3.2,0,0,4337,8187,1
Henry County,VA,63.9,36.1,11.9,0,0,0,10312,13980,1
Herkimer County,NY,77.5,22.5,5.1,0,0,0,10433,12389,1
Hernando County,FL,83.1,16.9,7,2.6,0,0,37791,44906,1
Hertford County,NC,84.8,15.2,0,0,0,0,7815,3001,0
Hettinger County,ND,45.1,54.9,35.8,16.3,7.7,2.8,313,998,1
Hickman County,KY,80.5,19.5,6.5,1.9,0,0,686,1431,1
Hickman County,TN,85.5,14.5,5.1,3.2,0.9,0,2693,4756,1
Hickory County,MO,62.5,37.5,7.7,0.8,0.1,0,1733,2835,1
Hidalgo County,NM,37.9,62.1,40.5,6.1,0,0,994,895,0
Hidalgo County,TX,47.7,52.3,16.7,1.1,0,0,97879,39786,0
Highland County,OH,94.8,5.2,1.2,0,0,0,5772,11032,1
Highland County,VA,77.5,22.5,1.6,0,0,0,459,924,1
Highlands County,FL,71.5,28.5,13.5,7.2,3.2,0,16147,25912,1
Hill County,MT,64.2,35.8,19.4,12.9,3.4,0.3,3372,3133,0
Hill County,TX,61.3,38.7,21.1,5.6,0.5,0,2745,9128,1
Hillsborough County,FL,81.8,18.2,8.9,5.7,0.2,0,286158,249904,0
Hillsborough County,NH,69.6,30.4,23.9,18.3,5.1,0,101499,98103,0
Hillsdale County,MI,92,8,0.3,0,0,0,7106,11727,1
Hinds County,MS,67.6,32.4,15.6,7.3,1.9,0,70512,26450,0
Hinsdale County,CO,45.1,54.9,40.9,38.1,28.7,12,228,352,1
Hitchcock County,NE,63.4,36.6,13.5,0,0,0,310,1386,1
Hocking County,OH,95.3,4.7,0,0,0,0,6010,6150,1
Hockley County,TX,56.9,43.1,31.2,22.8,9.5,0,1482,5543,1
Hodgeman County,KS,49.9,50.1,32.5,15.9,2.4,0,178,857,1
Hoke County,NC,80.9,19.1,5.7,0,0,0,9915,6721,0
Holmes County,FL,69.3,30.7,19.4,6.2,1.3,0,1264,6919,1
Holmes County,MS,71.2,28.8,19.8,7,3.2,0,6775,1264,0
Holmes County,OH,90.3,9.7,4.9,0,0,0,2568,8563,1
Holt County,MO,68.8,31.2,14.7,2.9,0.9,0,551,1725,1
Holt County,NE,85.8,14.2,2.5,0,0,0,862,3789,1
Honolulu County,HI,67,33,5.8,0.2,0,0,201803,87255,0
Hood County,TX,60.5,39.5,16.6,8.1,1,0,3829,18341,1
Hood River County,OR,45.4,54.6,26.3,13.7,0,0,5977,3400,0
Hooker County,NE,85.5,14.5,1.3,0,0,0,59,330,1
Hopkins County,KY,92.5,7.5,4.5,2.7,0,0,5789,13681,1
Hopkins County,TX,52.8,47.2,32.1,9.3,0.2,0,2775,9834,1
Horry County,SC,68.2,31.8,9.7,0,0,0,36620,66653,1
Hot Spring County,AR,69.9,30.1,18.9,6.3,2.5,0,3824,7087,1
Hot Springs County,WY,86.4,13.6,0,0,0,0,523,1894,1
Houghton County,MI,90.6,9.4,0,0,0,0,6530,8040,1
Houston County,AL,61.1,38.9,26.6,8.8,1.2,0,12348,29214,1
Houston County,GA,45.2,54.8,32.6,11.1,6,0.2,22643,34631,1
Houston County,MN,95.4,4.6,2.3,0.3,0,0,5281,4951,0
Houston County,TN,84.3,15.7,5.1,3.2,0,0,1400,1579,1
Houston County,TX,77.2,22.8,6.1,0.1,0,0,2235,5839,1
Howard County,AR,66.8,33.2,22.6,6.5,2.5,0,1460,2862,1
Howard County,IA,94.5,5.5,0.3,0,0,0,2767,1793,0
Howard County,IN,95.9,4.1,0,0,0,0,15097,20284,1
Howard County,MD,61.2,38.8,22.4,2.1,0,0,84017,54094,0
Howard County,MO,52.9,47.1,22.4,9.9,4.3,1.5,1722,3012,1
Howard County,NE,69.7,30.3,2.6,0,0,0,914,1890,1
Howard County,TX,63.7,36.3,24.6,19.6,5.4,0,1042,4032,1
Howell County,MO,59.2,40.8,22.2,10.1,2.9,0,4393,11541,1
Hubbard County,MN,77.3,22.7,4.5,0,0,0,4676,6622,1
Hudson County,NJ,71.3,28.7,16.1,1.5,0,0,136239,38082,0
Hudspeth County,TX,71.7,28.3,8.1,1.7,0.5,0,379,471,1
Huerfano County,CO,33.3,66.7,51.2,35.2,21.9,3.3,1897,1615,0
Hughes County,OK,63.4,36.6,25.6,12,0,0,1370,2836,1
Hughes County,SD,47.4,52.6,21.2,9.4,0,0,2786,5219,1
Humboldt County,CA,72.2,27.8,10.2,0.1,0,0,27757,15653,0
Humboldt County,IA,93.7,6.3,2.7,0,0,0,1967,3099,1
Humphreys County,MS,68.7,31.3,17.1,5.7,2.3,0,3399,1069,0
Humphreys County,TN,84.3,15.7,5.1,3.2,0,0,2904,3829,1
Hunt County,TX,56.3,43.7,22.9,4.7,0.1,0,6658,20976,1
Hunterdon County,NJ,72.2,27.8,15.9,8.2,0,0,25148,36979,1
Huntingdon County,PA,83.5,16.5,1.3,0,0,0,5383,11953,1
Huntington County,IN,99.9,0.1,0,0,0,0,4596,10862,1
Huron County,MI,87.5,12.5,4.9,0,0,0,6432,8686,1
Huron County,OH,85.8,14.2,3.1,0,0,0,10673,12821,1
Hutchinson County,SD,82.9,17.1,4.7,0,0,0,923,2451,1
Hutchinson County,TX,59.6,40.4,23.5,15.8,11.2,1,1042,6797,1
Hyde County,NC,87.9,12.1,0,0,0,0,1157,1183,1
Hyde County,SD,49.3,50.7,14.7,8.3,0.1,0,189,531,1
Iberia Parish,LA,79.1,20.9,2.3,0.2,0,0,12129,20890,1
Iberville Parish,LA,78.4,21.6,3.6,0.5,0,0,9548,7271,0
Ida County,IA,91.5,8.5,3.2,0,0,0,1317,2276,1
Idaho County,ID,72.4,27.6,3.2,0,0,0,1722,5821,1
Imperial County,CA,9.3,90.7,77.3,47.1,17.3,0,17464,9545,0
Independence County,AR,67.9,32.1,18.9,6.3,0,0,3279,8724,1
Indian River County,FL,58.5,41.5,19.3,6.2,0.3,0,27483,43441,1
Indiana County,PA,97.6,2.4,0,0,0,0,14403,21187,1
Ingham County,MI,81.4,18.6,6.7,0,0,0,80903,45365,0
Inyo County,CA,43.6,56.4,20.6,11.3,6,1.8,2775,3541,1
Ionia County,MI,86.7,13.3,3.8,0,0,0,11016,14319,1
Iosco County,MI,93.5,6.5,2.5,0,0,0,6242,6906,1
Iowa County,IA,71.5,28.5,3.3,0,0,0,4118,4551,1
Iowa County,WI,91.6,8.4,0,0,0,0,8099,4302,0
Iredell County,NC,72.8,27.2,11.9,0,0,0,25952,49071,1
Irion County,TX,64.1,35.9,15.1,0.4,0,0,112,668,1
Iron County,MI,92,8,0,0,0,0,2687,3224,1
Iron County,MO,65.2,34.8,18.1,7.9,0.4,0,1669,2252,1
Iron County,UT,49.5,50.5,41.6,11.2,1.5,0,1720,11172,1
Iron County,WI,94,6,0,0,0,0,1783,1788,1
Iroquois County,IL,90.9,9.1,0,0,0,0,3408,9115,1
Irwin County,GA,51.6,48.4,25.5,3.8,0.3,0,1134,2519,1
Isabella County,MI,93.5,6.5,0,0,0,0,13038,10800,0
Isanti County,MN,96.5,3.5,0,0,0,0,8024,11675,1
Island County,WA,0,0,0,0,0,0,21080,19251,0
Isle of Wight County,VA,83.5,16.5,0,0,0,0,8754,11797,1
Issaquena County,MS,67.6,32.4,15.2,8,1.4,0,479,302,0
Itasca County,MN,86.6,13.4,0.5,0,0,0,12852,10500,0
Itawamba County,MS,51.8,48.2,29.6,11.2,3.1,0.9,1599,6925,1
Izard County,AR,63.8,36.2,25.7,12.9,2.1,0,1563,3571,1
Jack County,TX,69.9,30.1,16,5.5,0,0,303,2580,1
Jackson County,AL,62.8,37.2,25.5,15.7,10.1,3.7,5817,14422,1
Jackson County,AR,73.9,26.1,12.8,3,0,0,2093,3065,1
Jackson County,CO,45.6,54.4,21.3,3.9,0.1,0,216,600,1
Jackson County,FL,66.1,33.9,17.5,4.4,0.3,0,7342,13417,1
Jackson County,GA,67.2,32.8,23,20,8.5,2.1,4236,19122,1
Jackson County,IA,87.1,12.9,0.3,0,0,0,5877,4171,0
Jackson County,IL,72.7,27.3,4.9,0,0,0,11306,9130,0
Jackson County,IN,93.3,6.7,0.5,0,0,0,5838,10419,1
Jackson County,KS,61.3,38.7,21.6,12.4,3.8,0,1870,3476,1
Jackson County,KY,89.9,10.1,5.5,3.8,0.5,0,612,4365,1
Jackson County,MI,80.1,19.9,2.3,0,0,0,32301,36298,1
Jackson County,MN,93.1,6.9,0,0,0,0,2268,3044,1
Jackson County,MO,56.1,43.9,14.7,6.2,0.9,0.1,180100,121891,0
Jackson County,MS,77.9,22.1,7,2.6,0.8,0,15452,33262,1
Jackson County,NC,73.4,26.6,22.5,16.2,6.6,0.4,8052,8224,1
Jackson County,OH,96.5,3.5,0,0,0,0,4965,7651,1
Jackson County,OK,57.5,42.5,30.7,26.4,19.5,2.6,1953,5962,1
Jackson County,OR,45.2,54.8,24.1,18.2,1.4,0,42341,46974,1
Jackson County,SD,45.4,54.6,33.1,14.5,2.2,0,426,661,1
Jackson County,TN,83.1,16.9,5.7,3.6,1.3,0,1736,2380,1
Jackson County,TX,61.4,38.6,15.8,2.2,0,0,1068,3903,1
Jackson County,WI,92.1,7.9,0.8,0,0,0,5297,3900,0
Jackson County,WV,96.1,3.9,0,0,0,0,3824,7360,1
Jackson Parish,LA,59.3,40.7,22,9.8,0.1,0,2305,5132,1
James City County,VA,82.3,17.7,0.2,0,0,0,17854,22830,1
Jasper County,GA,53.3,46.7,22.8,13.3,9.5,5.9,1839,4121,1
Jasper County,IA,69.2,30.8,10.1,0,0,0,10240,8868,0
Jasper County,IL,82.8,17.2,0.5,0,0,0,1434,3511,1
Jasper County,IN,94.8,5.2,0,0,0,0,4672,7955,1
Jasper County,MO,56.2,43.8,15.1,5,1.3,0,12808,31345,1
Jasper County,MS,69.4,30.6,16,5.5,1.6,0,5097,4193,0
Jasper County,SC,52,48,21.1,3.4,0,0,5727,4169,0
Jasper County,TX,81.9,18.1,9.3,2.2,0,0,3402,9924,1
Jay County,IN,95.5,4.5,0,0,0,0,3063,4643,1
Jeff Davis County,GA,54.4,45.6,16.3,0,0,0,1271,3994,1
Jeff Davis County,TX,77.2,22.8,9.7,0.5,0,0,440,717,1
Jefferson County,AL,54.8,45.2,29.4,19.5,11.8,5.4,159658,141413,0
Jefferson County,AR,73.4,26.6,12.9,4,0.8,0,17456,9515,0
Jefferson County,CO,31.8,68.2,25.1,1.1,0,0,153069,139960,0
Jefferson County,FL,62,38,17,2.7,0,0,3945,3808,0
Jefferson County,GA,46,54,21.7,3.3,1.2,0,4238,2992,0
Jefferson County,IA,41.6,58.4,26.3,3.1,0.2,0,4772,3429,0
Jefferson County,ID,73.1,26.9,2.2,0,0,0,1303,9895,1
Jefferson County,IL,77.3,22.7,0.4,0,0,0,6080,9805,1
Jefferson County,IN,92.4,7.6,2.4,0.3,0,0,5728,7096,1
Jefferson County,KS,56.4,43.6,24.4,9.2,5.9,0.1,2883,4647,1
Jefferson County,KY,91.7,8.3,4.5,2.5,0,0,186164,148415,0
Jefferson County,MO,65,35,23.7,8.6,0.7,0,41570,53973,1
Jefferson County,MS,56.7,43.3,14.7,2.4,0.8,0,3508,431,0
Jefferson County,MT,71.3,28.7,11.2,1,0,0,2256,4042,1
Jefferson County,NE,69.5,30.5,1.8,0,0,0,1185,2156,1
Jefferson County,NY,80.3,19.7,9.9,1.6,0,0,15345,16279,1
Jefferson County,OH,94.8,5.2,0,0,0,0,14960,16729,1
Jefferson County,OK,71.3,28.7,15.8,8.6,0.6,0,602,1632,1
Jefferson County,OR,36.9,63.1,38.9,20.8,6.7,0,3238,4576,1
Jefferson County,PA,91.4,8.6,3.3,0,0,0,4535,12288,1
Jefferson County,TN,73.2,26.8,16.7,8.7,1.9,0,4230,13037,1
Jefferson County,TX,89.9,10.1,1.8,0,0,0,44626,43214,0
Jefferson County,WA,61.8,38.2,17.4,5.3,0,0,11985,6113,0
Jefferson County,WI,94.4,5.6,0.1,0,0,0,20136,23489,1
Jefferson County,WV,78.7,21.3,0.1,0,0,0,10215,11090,1
Jefferson Davis County,MS,78,22,5.2,1.4,0,0,4094,2439,0
Jefferson Davis Parish,LA,75.2,24.8,5.9,0.6,0,0,3483,10014,1
Jefferson Parish,LA,70.4,29.6,3.6,0.7,0,0,70000,102325,1
Jenkins County,GA,47.6,52.4,20.3,0,0,0,1487,1884,1
Jennings County,IN,94.4,5.6,0.1,0,0,0,3818,6112,1
Jerauld County,SD,70.1,29.9,9.4,2.7,0.3,0,452,538,1
Jerome County,ID,68.5,31.5,0,0,0,0,1699,4804,1
Jersey County,IL,68.7,31.3,13.7,8.1,0,0,3656,6032,1
Jessamine County,KY,92.6,7.4,5.1,3.2,0,0,6001,14232,1
Jewell County,KS,66.1,33.9,13.3,0,0,0,225,1220,1
Jim Hogg County,TX,50.7,49.3,20.7,1.8,0,0,1301,356,0
Jim Wells County,TX,58.3,41.7,12.7,0,0,0,6492,4595,0
Jo Daviess County,IL,90,10,0,0,0,0,5660,5529,0
Johnson County,AR,61.2,38.8,27.9,14.5,0,0,2785,5045,1
Johnson County,GA,46.1,53.9,22.4,3.5,2,0,1305,2440,1
Johnson County,IA,70.7,29.3,6.9,0,0,0,50090,23556,0
Johnson County,IL,81.1,18.9,0.5,0,0,0,1571,3959,1
Johnson County,IN,91,9,0,0,0,0,17080,39136,1
Johnson County,KS,60.1,39.9,13.2,8.2,4.1,1.2,107651,155442,1
Johnson County,KY,90.2,9.8,6.3,3,0.4,0,1723,7095,1
Johnson County,MO,55.4,44.6,14.3,1.7,0,0,7661,12750,1
Johnson County,NE,77.7,22.3,0,0,0,0,790,1223,1
Johnson County,TN,74.2,25.8,7.8,0.4,0,0,1483,4611,1
Johnson County,TX,63.4,36.6,14.3,5.8,0.8,0,10481,37609,1
Johnson County,WY,84.3,15.7,2.4,0,0,0,749,3362,1
Johnston County,NC,70.8,29.2,0.4,0,0,0,27052,48206,1
Johnston County,OK,56.3,43.7,31.5,10.6,1.2,0,1134,2644,1
Jones County,GA,43.8,56.2,23.6,10.2,6.4,3.8,4272,7740,1
Jones County,IA,83.3,16.7,4.5,0,0,0,5514,4712,0
Jones County,MS,81.1,18.9,5.9,4.3,1.3,0,9146,20635,1
Jones County,NC,87.3,12.7,5.3,0,0,0,2335,2825,1
Jones County,SD,51.3,48.7,24.2,8,0,0,108,490,1
Jones County,TX,71.6,28.4,9.6,2,0,0,1225,4258,1
Josephine County,OR,61.3,38.7,20,16.1,1.2,0,14929,23636,1
Juab County,UT,27.5,72.5,48.5,21.3,4,0.9,436,3400,1
Judith Basin County,MT,80.3,19.7,11.1,5.8,2.7,0,336,852,1
Juneau County,WI,90.9,9.1,0.3,0,0,0,6237,5400,0
Juniata County,PA,73.5,26.5,14.5,0,0,0,2533,6821,1
Kalamazoo County,MI,90.3,9.7,0,0,0,0,69045,52660,0
Kalkaska County,MI,90.8,9.2,1.7,0,0,0,3268,4897,1
Kanabec County,MN,97.7,2.3,0,0,0,0,3586,4319,1
Kanawha County,WV,96.3,3.7,0,0,0,0,32190,41037,1
Kandiyohi County,MN,98.1,1.9,0,0,0,0,9806,11239,1
Kane County,IL,95.4,4.6,0,0,0,0,91120,89502,0
Kane County,UT,44.6,55.4,40.6,27.9,5.1,0,718,2463,1
Kankakee County,IL,88.4,11.6,0.7,0,0,0,21574,23115,1
Karnes County,TX,64.8,35.2,15.4,0.5,0,0,1324,2823,1
Kauai County,HI,71.7,28.3,7.5,1.5,0,0,18638,6121,0
Kaufman County,TX,60.5,39.5,16.5,2.3,0,0,9451,24804,1
Kay County,OK,55.2,44.8,28.3,13.6,0,0,4624,11498,1
Kearney County,NE,61.5,38.5,17.5,4.1,0,0,761,2341,1
Kearny County,KS,63.3,36.7,30.3,23.2,3.6,0,261,1060,1
Keith County,NE,65.5,34.5,11,0,0,0,920,3036,1
Kemper County,MS,63.4,36.6,27.4,10.3,3.4,0,3239,1789,0
Kendall County,IL,92.3,7.7,0,0,0,0,21219,23076,1
Kendall County,TX,57.9,42.1,20.4,3.3,0.1,0,3035,14467,1
Kenedy County,TX,69.7,30.3,9.7,1.7,0,0,82,83,1
Kennebec County,ME,61.7,38.3,18.9,7.6,0.8,0,35022,26506,0
Kenosha County,WI,92.1,7.9,2.1,0,0,0,44838,34942,0
Kent County,DE,85.2,14.8,1.5,0,0,0,35525,32134,0
Kent County,MD,84.2,15.8,1.9,0,0,0,4453,4533,1
Kent County,MI,89.4,10.6,2.3,0,0,0,134560,157801,1
Kent County,RI,73.1,26.9,19.8,2.6,0,0,44966,30786,0
Kent County,TX,57.7,42.3,23.2,13.5,5.2,0,66,334,1
Kenton County,KY,96.4,3.6,0.8,0,0,0,24917,41387,1
Keokuk County,IA,53.6,46.4,9.7,0.7,0,0,2298,2840,1
Kern County,CA,33.3,66.7,46.7,18.7,14.4,9.8,64690,99840,1
Kerr County,TX,59,41,23.6,6.3,0.4,0,4325,17225,1
Kershaw County,SC,68.1,31.9,5.7,0,0,0,10821,15846,1
Kewaunee County,WI,96.7,3.3,0,0,0,0,5151,5746,1
Keweenaw County,MI,87.5,12.5,0,0,0,0,582,774,1
Keya Paha County,NE,81.6,18.4,5.7,1.5,0,0,80,392,1
Kidder County,ND,61.6,38.4,12.5,3.7,0.3,0,393,870,1
Kimball County,NE,67.7,32.3,8.4,0,0,0,391,1222,1
Kimble County,TX,63.6,36.4,20.7,4.2,0.5,0,217,1667,1
King and Queen County,VA,80,20,0,0,0,0,1743,1863,1
King County,TX,51.6,48.4,32,22.6,11.5,1.1,5,139,1
King County,WA,54.2,45.8,21.4,1.8,0,0,599796,252090,0
King George County,VA,72.3,27.7,6.4,0.1,0,0,4476,6603,1
King William County,VA,78.1,21.9,0,0,0,0,3326,5445,1
Kingfisher County,OK,51,49,36.3,19.5,1.6,0,844,4510,1
Kingman County,KS,63,37,23.9,17.6,7.5,0,731,2371,1
Kings County,CA,38.3,61.7,49.8,19.3,14.6,12.6,12282,17184,1
Kings County,NY,73,27,14.6,0,0,0,503291,108630,0
Kingsbury County,SD,83.9,16.1,2.1,0,0,0,1092,1451,1
Kinney County,TX,60.8,39.2,27,14,6,0.2,522,880,1
Kiowa County,CO,43.2,56.8,41.6,17,3.2,0.2,118,677,1
Kiowa County,KS,51.3,48.7,25.9,14.1,8.7,0,160,970,1
Kiowa County,OK,56.5,43.5,28,22.6,14.2,0.4,1101,2309,1
Kit Carson County,CO,67.5,32.5,19.8,0.1,0,0,789,2664,1
Kitsap County,WA,58.5,41.5,19.3,3,0,0,59701,47468,0
Kittitas County,WA,48.6,51.4,9.6,0,0,0,6462,8372,1
Kittson County,MN,65,35,11.6,0,0,0,1241,1095,0
Klamath County,OR,48.5,51.5,33.6,19,7.2,0,8140,18654,1
Kleberg County,TX,60.6,39.4,12.9,1.5,0,0,4752,4056,0
Klickitat County,WA,41.3,58.7,23.2,0.5,0,0,4373,5138,1
Knott County,KY,89,11,6.3,3.2,0.6,0,1420,4130,1
Knox County,IL,79.9,20.1,0.7,0,0,0,12993,9133,0
Knox County,IN,77.5,22.5,0.1,0,0,0,5228,9612,1
Knox County,KY,88.5,11.5,5.8,3.2,1.3,0,2484,8467,1
Knox County,ME,49.5,50.5,31.8,7.3,0,0,13227,8262,0
Knox County,MO,52.5,47.5,12.8,3.3,0.8,0,698,1205,1
Knox County,NE,83.9,16.1,5.7,0.2,0,0,1055,2878,1
Knox County,OH,89.5,10.5,2.4,0,0,0,10154,16873,1
Knox County,TN,75.5,24.5,15.3,7.4,2.4,0.7,57594,106411,1
Knox County,TX,54.5,45.5,27.8,20,11.9,0.4,332,1160,1
Koochiching County,MN,68.2,31.8,13,0,0,0,3451,2841,0
Kootenai County,ID,52.6,47.4,14.1,0.3,0,0,18824,39347,1
Kosciusko County,IN,93.4,6.6,0.2,0,0,0,6862,22553,1
Kossuth County,IA,96.4,3.6,0.6,0,0,0,3824,4914,1
La Crosse County,WI,93.4,6.6,1,0,0,0,36632,25711,0
La Paz County,AZ,32.2,67.8,52.2,27.3,18,0,1619,3205,1
La Plata County,CO,39.1,60.9,44,39,32.4,25.8,15063,12554,0
La Salle County,TX,66.3,33.7,16.8,6.1,0.9,0,965,669,0
La Salle Parish,LA,61.4,38.6,17.7,7.1,1.2,0,764,5726,1
Labette County,KS,63.8,36.2,16.8,4.9,0.8,0,3074,4668,1
Lac qui Parle County,MN,92.7,7.3,0.1,0,0,0,1974,1938,0
Lackawanna County,PA,80.8,19.2,6.7,0,0,0,61309,34730,0
Laclede County,MO,58.9,41.1,13.7,1,0.1,0,4093,10934,1
Lafayette County,AR,58.8,41.2,23.7,8.3,0.6,0,1173,1712,1
Lafayette County,FL,78.5,21.5,3,0,0,0,687,2668,1
Lafayette County,MO,51.4,48.6,17.8,5.4,0.3,0,5650,9800,1
Lafayette County,MS,63.3,36.7,19.7,6.2,1.3,0,7098,9772,1
Lafayette County,WI,93.9,6.1,0,0,0,0,4534,3313,0
Lafayette Parish,LA,76.3,23.7,5.1,1.9,0,0,31766,64989,1
Lafourche Parish,LA,69.9,30.1,2.3,0,0,0,9543,28332,1
LaGrange County,IN,89.1,10.9,0.8,0,0,0,2897,6227,1
Lake County,CA,56.4,43.6,29.3,0.1,0,0,9159,6474,0
Lake County,CO,50.1,49.9,27.5,19.8,4.7,0,1807,1087,0
Lake County,FL,79.3,20.7,5.7,1.9,0.3,0,61790,87637,1
Lake County,IL,95,5,0,0,0,0,151552,128609,0
Lake County,IN,89.6,10.4,0,0,0,0,130824,68397,0
Lake County,MI,92.3,7.7,0.5,0,0,0,2752,2487,0
Lake County,MN,93.7,6.3,0,0,0,0,4043,2610,0
Lake County,MT,61.8,38.2,8.5,1.9,0,0,5715,7084,1
Lake County,OH,91.2,8.8,1.5,0,0,0,55219,57150,1
Lake County,OR,42.7,57.3,38.2,18.9,1.9,0,769,2801,1
Lake County,SD,83.3,16.7,2.4,0,0,0,2724,3419,1
Lake County,TN,82.7,17.3,7,1.3,0,0,884,1163,1
Lake of the Woods County,MN,64,36,13.8,0.1,0,0,859,1306,1
Lamar County,AL,49.4,50.6,29.9,15.9,5,0.8,1643,5453,1
Lamar County,GA,50.7,49.3,22.8,13.8,9,4.5,2602,4896,1
Lamar County,MS,84,16,4.6,1.6,0.2,0,5037,17472,1
Lamar County,TX,51.1,48.9,35.4,17,1.8,0,4173,12814,1
Lamb County,TX,62.4,37.6,26.6,22.2,5.7,0,998,3056,1
Lamoille County,VT,65.6,34.4,16.7,2.2,0,0,8371,3352,0
LaMoure County,ND,63.7,36.3,9.6,3.5,0,0,737,1374,1
Lampasas County,TX,64.3,35.7,18,6,0.6,0,1457,5583,1
Lancaster County,NE,84.6,15.4,0,0,0,0,59970,61177,1
Lancaster County,PA,71.2,28.8,13.7,0,0,0,87108,129364,1
Lancaster County,SC,66.9,33.1,11.1,0,0,0,13345,19273,1
Lancaster County,VA,83,17,0,0,0,0,3144,3749,1
Lane County,KS,62.3,37.7,27.5,12.7,0,0,170,732,1
Lane County,OR,50.5,49.5,25.3,19.3,9.3,0,99891,60979,0
Langlade County,WI,92.3,7.7,0,0,0,0,4569,5810,1
Lanier County,GA,54.6,45.4,27.6,11.8,0,0,1108,1812,1
Lapeer County,MI,90.5,9.5,5.7,0,0,0,18786,23725,1
LaPorte County,IN,92.8,7.2,0,0,0,0,24104,18609,0
