county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Todd County,KY,86,14,5.1,3.2,0,0,1403,3247,1
Todd County,MN,91.9,8.1,0,0,0,0,4819,6719,1
Todd County,SD,66.3,33.7,11.3,4.1,0,0,1976,498,0
Tolland County,CT,70.2,29.8,22.4,15.5,1,0,39283,30391,0
Tom Green County,TX,64.6,35.4,14,1.2,0.2,0,9246,26749,1
Tompkins County,NY,77,23,15.8,9.6,3.9,0,24447,10202,0
Tooele County,UT,32.6,67.4,43.2,16.5,0,0,3794,12240,1
Toole County,MT,76,24,12.6,9,2.3,0,582,1440,1
Toombs County,GA,57.9,42.1,10.7,0,0,0,2740,6519,1
Torrance County,NM,45.5,54.5,32.4,24,7.6,0,2414,3521,1
Towner County,ND,39.3,60.7,28.1,1.8,0,0,511,619,1
Towns County,GA,68.1,31.9,24.8,20.8,14,2.2,1265,4834,1
Traill County,ND,76.4,23.6,1,0,0,0,1784,1963,1
Transylvania County,NC,76.3,23.7,20.1,13.2,4.8,0,6740,9522,1
Traverse County,MN,82.6,17.4,2.9,0,0,0,942,860,0
Travis County,TX,66.4,33.6,13.1,1.4,0,0,231540,139503,0
Treasure County,MT,75.6,24.4,17.5,11.3,1.8,0.3,114,317,1
Trego County,KS,60.9,39.1,14.7,3.7,0,0,289,1230,1
Trempealeau County,WI,94.7,5.3,0,0,0,0,7601,5703,0
Treutlen County,GA,54.4,45.6,18.5,1.6,0,0,1068,1646,1
Trigg County,KY,88.7,11.3,5.1,2.7,0,0,2115,4520,1
Trimble County,KY,92.7,7.3,3.5,1.9,0,0,1355,2133,1
Trinity County,CA,64.5,35.5,16.4,1.6,0,0,2367,2422,1
Trinity County,TX,84.4,15.6,2.6,0,0,0,1614,4537,1
Tripp County,SD,68.2,31.8,7.6,2.8,0.3,0,737,1905,1
Troup County,GA,64.9,35.1,20.4,14.6,11.5,5.8,10545,15170,1
Trousdale County,TN,81.3,18.7,5.7,3.8,1.3,0,1238,1610,1
Trumbull County,OH,90.7,9.3,3.3,0,0,0,59446,37545,0
Tucker County,WV,96.7,3.3,0,0,0,0,876,2160,1
Tulare County,CA,49.4,50.6,27.3,18,14.6,12.8,29191,42186,1
Tulsa County,OK,53.4,46.6,22.4,10.2,0,0,82633,144908,1
Tunica County,MS,72.3,27.7,9.5,1.8,0,0,3371,867,0
Tuolumne County,CA,62.8,37.2,18.1,14,13.2,0.8,9628,13410,1
Turner County,GA,54.9,45.1,17.8,3.6,1,0,1508,2027,1
Turner County,SD,87.8,12.2,2.3,0,0,0,1411,2715,1
Tuscaloosa County,AL,52.1,47.9,28.3,18.4,10.9,2.7,32003,45703,1
Tuscarawas County,OH,90.3,9.7,5.1,0,0,0,17516,21420,1
Tuscola County,MI,87.4,12.6,4.2,0,0,0,11643,14517,1
Twiggs County,GA,44.3,55.7,28.8,11.8,6.1,0.8,2269,1905,0
Twin Falls County,ID,62.4,37.6,10.1,5,0,0,7541,19773,1
Tyler County,TX,80,20,8.8,1.7,0,0,1659,5889,1
Tyler County,WV,94.1,5.9,0,0,0,0,880,2291,1
Tyrrell County,NC,88.1,11.9,0,0,0,0,835,929,1
Uinta County,WY,49.7,50.3,21.2,0,0,0,1628,6613,1
Uintah County,UT,36,64,48.1,27.7,12.8,0,962,10001,1
Ulster County,NY,67.8,32.2,18.4,7.4,0.8,0,43164,27340,0
Umatilla County,OR,54.9,45.1,18.3,5.1,0,0,8499,15425,1
Unicoi County,TN,73.7,26.3,12.1,1.9,0,0,1909,5028,1
Union County,AR,63.3,36.7,20.5,6.1,0.7,0,6182,10696,1
Union County,FL,79.7,20.3,3.9,0,0,0,1339,3980,1
Union County,GA,67.3,32.7,26.5,22.8,15.7,3.3,2137,8771,1
Union County,IA,59.6,40.4,11.4,3.7,1.3,0,3029,2800,0
Union County,IL,80,20,1.9,0,0,0,3135,4951,1
Union County,IN,94.9,5.1,0,0,0,0,1018,2022,1
Union County,KY,88.1,11.9,3.3,0.2,0,0,1941,3952,1
Union County,MS,58.1,41.9,21.7,4.6,1.6,0,2481,7759,1
Union County,NC,67.5,32.5,12.3,0,0,0,32032,60468,1
Union County,NJ,71.3,28.7,17.9,7.1,0,0,134220,66457,0
Union County,NM,45.6,54.4,34.8,21.9,13.4,4.1,471,1231,1
Union County,OH,96.5,3.5,0,0,0,0,8546,15947,1
Union County,OR,45.5,54.5,26.1,5.7,0,0,3943,7608,1
Union County,PA,69.2,30.8,15.8,0,0,0,6063,9863,1
Union County,SC,56.1,43.9,20.2,9.1,1.6,0,5748,6566,1
Union County,SD,0,0,0,0,0,0,2782,4698,1
Union County,TN,75.2,24.8,12.8,5.7,1.9,0,1474,4278,1
Union Parish,LA,58.7,41.3,23.7,10,0.1,0,3075,7561,1
Upshur County,TX,58.3,41.7,26.7,10.7,1.2,0,2953,11948,1
Upshur County,WV,96.2,3.8,0,0,0,0,2143,5878,1
Upson County,GA,52.8,47.2,27.7,11.4,5.6,4,3955,7229,1
Upton County,TX,67,33,12,2.2,0.2,0,332,952,1
Utah County,UT,24.6,75.4,54.7,38.1,4.9,0.2,15791,142337,1
Uvalde County,TX,57.4,42.6,26.6,8.8,1.9,0.1,3824,4526,1
Val Verde County,TX,62.6,37.4,19.1,9.6,2.3,0,6267,5612,0
Valencia County,NM,44.4,55.6,27.5,19.6,5.7,0,13473,12788,0
Valley County,ID,67.1,32.9,7.4,0,0,0,2095,2664,1
Valley County,MT,53.7,46.3,31.8,24.1,18,7.3,1386,2337,1
Valley County,NE,77.1,22.9,7.5,0,0,0,494,1643,1
Van Buren County,AR,63.3,36.7,24.5,7.7,0,0,1826,4362,1
Van Buren County,IA,40.2,59.8,35.1,9.4,0.5,0,1398,2058,1
Van Buren County,MI,95.6,4.4,0,0,0,0,16288,16140,0
Van Buren County,TN,77.2,22.8,10.2,5.3,1.3,0,875,1384,1
Van Wert County,OH,93,7,0.6,0,0,0,3923,9433,1
Van Zandt County,TX,60.1,39.9,15.6,2.5,0,0,3083,15790,1
Vance County,NC,66.1,33.9,9.7,0,0,0,13286,7406,0
Vanderburgh County,IN,82.3,17.7,3.4,0,0,0,31659,39504,1
Venango County,PA,93.4,6.6,0,0,0,0,7469,12928,1
Ventura County,CA,16.6,83.4,82.2,46.8,20.2,14.3,138119,123919,0
Vermilion County,IL,89.2,10.8,1.5,0,0,0,10773,14888,1
Vermilion Parish,LA,71.9,28.1,3.1,0.3,0,0,5718,18909,1
Vermillion County,IN,83.5,16.5,4.2,0,0,0,2979,3426,1
Vernon County,MO,66.3,33.7,9.4,1,0,0,2580,5756,1
Vernon County,WI,91.4,8.6,1.1,0,0,0,8031,5935,0
Vernon Parish,LA,73.9,26.1,12.4,3.4,0.6,0,3173,12146,1
Victoria County,TX,63.4,36.6,15.4,3.3,0,0,8795,19684,1
Vigo County,IN,89.9,10.1,0.5,0,0,0,19707,19368,0
Vilas County,WI,92.6,7.4,0,0,0,0,5931,7735,1
Vinton County,OH,96.1,3.9,0,0,0,0,2382,2798,1
Volusia County,FL,73.7,26.3,6.6,0.8,0,0,114716,117473,1
Wabash County,IL,70.5,29.5,0,0,0,0,1588,3473,1
Wabash County,IN,96.2,3.8,0,0,0,0,3929,8528,1
Wabasha County,MN,98.1,1.9,0,0,0,0,5415,6049,1
Wabaunsee County,KS,54.9,45.1,23.6,19.3,7.5,1.5,908,2230,1
Wadena County,MN,91,9,0,0,0,0,2492,4143,1
Wagoner County,OK,57.8,42.2,29,12.6,0,0,7773,20848,1
Wahkiakum County,WA,0,0,0,0,0,0,1091,1115,1
Wake County,NC,64.7,35.3,6.9,0,0,0,286939,232933,0
Wakulla County,FL,69.6,30.4,12.9,2.7,0,0,5173,9288,1
Waldo County,ME,58.2,41.8,21.1,8.7,0,0,11292,9055,0
Walker County,AL,51.7,48.3,26,18.5,6.8,1.3,6551,21633,1
Walker County,GA,68.9,31.1,25.3,21.8,14.6,6.6,5269,16245,1
Walker County,TX,90.8,9.2,0,0,0,0,5283,9569,1
Walla Walla County,WA,62.4,37.6,12.4,0,0,0,5713,9098,1
Wallace County,KS,64.9,35.1,24.3,0.2,0,0,68,702,1
Waller County,TX,89.4,10.6,1.6,0,0,0,6401,9158,1
Wallowa County,OR,56.5,43.5,18.9,0.9,0,0,1252,2796,1
Walsh County,ND,60.4,39.6,7.2,2.1,0,0,2118,2809,1
Walthall County,MS,81.3,18.7,4.5,1.3,0,0,3386,4012,1
Walton County,FL,72.7,27.3,14.3,5.4,1,0,6665,21483,1
Walton County,GA,67.8,32.2,21.8,15.4,8.8,1.3,8139,29018,1
Walworth County,SD,55.4,44.6,27.3,10.4,3,0,671,1731,1
Walworth County,WI,90.8,9.2,2.5,0,0,0,22512,28962,1
Wapello County,IA,38.2,61.8,32,8,2,0,8616,6777,0
Ward County,ND,35.1,64.9,47,12.6,4.5,0.8,8412,16176,1
Ward County,TX,82.2,17.8,7.2,0.2,0,0,836,2364,1
Ware County,GA,55.2,44.8,25.4,8.7,1.4,0,3892,7933,1
Warren County,GA,45.1,54.9,18.9,6.3,4.1,0.5,1525,990,0
Warren County,IA,59.3,40.7,20.7,5.4,2.1,0,12521,13031,1
Warren County,IL,71.8,28.2,5,0.1,0,0,3893,3460,0
Warren County,IN,91.7,8.3,0.1,0,0,0,1324,2377,1
Warren County,KY,89.5,10.5,5.1,3.2,0,0,16805,26384,1
Warren County,MO,63.3,36.7,16.8,0.3,0,0,5219,9150,1
Warren County,MS,67.5,32.5,16.9,9.1,1.9,0,9899,9390,0
Warren County,NC,63.6,36.4,5.2,0,0,0,6635,3111,0
Warren County,NJ,71,29,17.2,8.1,0,0,17869,24695,1
Warren County,NY,66.5,33.5,12.8,1.3,0,0,13112,12571,0
Warren County,OH,95.5,4.5,0,0,0,0,31907,74626,1
Warren County,PA,99.7,0.3,0,0,0,0,6768,9415,1
Warren County,TN,80.6,19.4,8,4,1.3,0,4748,8007,1
Warren County,VA,74.5,25.5,1.6,0,0,0,6449,9865,1
Warrick County,IN,84,16,5,0,0,0,8791,15350,1
Wasatch County,UT,36.3,63.7,46.4,28,1.4,0,2097,6852,1
Wasco County,OR,33.5,66.5,27.4,15,0,0,5066,5152,1
Waseca County,MN,100,0,0,0,0,0,4370,5116,1
Washakie County,WY,86,14,2.3,0,0,0,794,3013,1
Washburn County,WI,97.5,2.5,0,0,0,0,4435,4692,1
Washington County,AL,72.1,27.9,8.5,6.1,2.5,0,2971,5749,1
Washington County,AR,53.1,46.9,29.5,10.2,0,0,28136,39570,1
Washington County,CO,62.1,37.9,13.5,0,0,0,461,2059,1
Washington County,FL,71.4,28.6,14.1,4.9,0.7,0,2820,8037,1
Washington County,GA,41.1,58.9,29.3,5.3,3.7,0,4705,4033,0
Washington County,IA,54.1,45.9,6.4,0,0,0,5081,5540,1
Washington County,ID,42,58,21.3,1.4,0,0,1104,3128,1
Washington County,IL,74,26,3.8,0,0,0,2448,4787,1
Washington County,IN,88.3,11.7,4.2,0,0,0,3909,6532,1
Washington County,KS,66.9,33.1,3.8,0,0,0,515,2300,1
Washington County,KY,91,9,5.1,3.2,0,0,1669,3495,1
Washington County,MD,81,19,1.5,0,0,0,23282,34113,1
Washington County,ME,62.7,37.3,16.4,1.6,0,0,7797,7539,0
Washington County,MN,97.4,2.6,0,0,0,0,70203,69137,0
Washington County,MO,61.3,38.7,25.2,9.4,1.2,0,3402,5008,1
Washington County,MS,75,25,13.5,3,0.8,0,12188,4870,0
Washington County,NC,86.8,13.2,0,0,0,0,3811,2615,0
Washington County,NE,86.6,13.4,0,0,0,0,3103,6857,1
Washington County,NY,69.3,30.7,11.8,0.3,0,0,10596,10254,0
Washington County,OH,93.2,6.8,0,0,0,0,11333,16921,1
Washington County,OK,45.4,54.6,28.8,7.7,0,0,5532,15667,1
Washington County,OR,50.7,49.3,28.7,14,0,0,124431,86551,0
Washington County,PA,99.6,0.4,0,0,0,0,38503,50455,1
Washington County,RI,68.9,31.1,19.7,4.5,0,0,34904,24666,0
Washington County,TN,75.4,24.6,8.1,1.9,0,0,14318,32787,1
Washington County,TX,75.8,24.2,0.6,0,0,0,3378,10850,1
Washington County,UT,54.5,45.5,37.9,16.6,0.1,0,7762,41104,1
Washington County,VA,77.6,22.4,5.3,0,0,0,7076,18141,1
Washington County,VT,61.5,38.5,17.6,0.6,0,0,20349,8092,0
Washington County,WI,95.7,4.3,0,0,0,0,23136,54709,1
Washington Parish,LA,85.7,14.3,4.5,1.3,0,0,6351,11470,1
Washita County,OK,53,47,33.1,21.8,13.8,0.1,821,3482,1
Washtenaw County,MI,82.3,17.7,3.5,0,0,0,120791,56401,0
Watauga County,NC,76.7,23.3,14.4,1.7,0,0,13371,14124,1
Watonwan County,MN,99.4,0.6,0,0,0,0,2494,2517,1
Waukesha County,WI,91.8,8.2,0.8,0,0,0,77617,161567,1
Waupaca County,WI,94.2,5.8,0,0,0,0,11565,13989,1
Waushara County,WI,97,3,0,0,0,0,5330,6558,1
Wayne County,GA,56.5,43.5,21.6,7.4,0.1,0,2594,7553,1
Wayne County,IA,36,64,40.4,7.1,0.5,0,1251,1583,1
Wayne County,IL,78.7,21.3,0.4,0,0,0,1514,5984,1
Wayne County,IN,94.9,5.1,0,0,0,0,10591,14321,1
Wayne County,KY,88.8,11.2,6.2,3.7,1.3,0,1855,5289,1
Wayne County,MI,88.2,11.8,0.3,0,0,0,595253,213586,0
Wayne County,MO,65,35,20.7,6.4,0,0,1811,3790,1
Wayne County,MS,77.6,22.4,6.9,5,1.7,0,4116,6080,1
Wayne County,NC,82.7,17.3,0,0,0,0,23154,27536,1
Wayne County,NE,87.5,12.5,3.4,0.4,0,0,1074,2493,1
Wayne County,NY,77.9,22.1,9.9,6.4,0.1,0,15136,18315,1
Wayne County,OH,88.4,11.6,8.2,0,0,0,18932,29450,1
Wayne County,PA,77.8,22.2,8,0,0,0,8138,12531,1
Wayne County,TN,71.7,28.3,8.9,3.8,1.1,0,1163,4251,1
Wayne County,UT,35.9,64,40.9,32.6,18.8,0,213,1087,1
Wayne County,WV,91.3,8.7,1.1,0,0,0,4915,8673,1
Weakley County,TN,85.8,14.2,5.1,3.1,0,0,3547,8601,1
Webb County,TX,69.4,30.6,15.8,5.6,1.6,0,37592,11074,0
Weber County,UT,37.7,62.3,37.7,19.1,4.7,0,17569,48938,1
Webster County,GA,54.9,45.1,22.1,8.6,4,0,573,598,1
Webster County,IA,88.4,11.6,5.1,0,0,0,9458,8453,0
Webster County,KY,92.9,7.1,3.9,2,0,0,1765,3607,1
Webster County,MO,55.2,44.8,17.3,3.3,0.5,0,4407,10702,1
Webster County,MS,67.6,32.4,17.7,5.8,3.4,0,1087,3684,1
Webster County,NE,67.7,32.3,2.9,0.3,0,0,440,1255,1
Webster County,WV,95.4,4.6,0,0,0,0,939,1708,1
Webster Parish,LA,54.4,45.6,30.4,12.8,4.1,0,6802,11397,1
Weld County,CO,60.4,39.6,5.7,0.4,0,0,47418,62350,1
Wells County,IN,99.9,0.1,0,0,0,0,3434,9255,1
Wells County,ND,50.3,49.7,17.6,3.8,0.1,0,671,1646,1
West Baton Rouge Parish,LA,79.8,20.2,4.7,1.3,0,0,5692,6920,1
West Carroll Parish,LA,68,32,16.8,10,1.3,0,853,3628,1
West Feliciana Parish,LA,77.1,22.9,5,1.4,0,0,2441,3257,1
Westchester County,NY,70,30,21.5,14.4,0,0,171908,108707,0
Westmoreland County,PA,99.6,0.4,0,0,0,0,63380,103429,1
Westmoreland County,VA,81.6,18.4,3.7,0,0,0,4155,4116,0
Weston County,WY,60.3,39.7,23.5,8.9,1.1,0,422,2821,1
Wetzel County,WV,93.5,6.5,0,0,0,0,2194,3449,1
Wexford County,MI,92.5,7.5,0,0,0,0,5717,7972,1
Wharton County,TX,72.7,27.3,5.3,0.2,0,0,4235,9750,1
Whatcom County,WA,58.5,41.5,17.7,0.2,0,0,49743,38764,0
Wheatland County,MT,78.5,21.5,10.4,4.6,0.3,0,272,690,1
Wheeler County,GA,53.5,46.5,8.9,1.5,0,0,772,1366,1
Wheeler County,NE,78.3,21.7,4.5,0,0,0,93,345,1
Wheeler County,OR,36.6,63.4,44.5,20.8,0,0,262,542,1
Wheeler County,TX,47.4,52.6,30.2,17.1,11.7,3.1,232,1878,1
White County,AR,65.8,34.2,17.6,3.6,0.2,0,5765,20005,1
White County,GA,62.6,37.4,29.5,23.9,19.1,4.8,1670,8647,1
White County,IL,75.1,24.9,0,0,0,0,2187,4729,1
White County,IN,93.4,6.6,0,0,0,0,3635,5970,1
White County,TN,80.2,19.8,7.5,3.8,1.3,0,2793,6192,1
Whiteside County,IL,87.5,12.5,0.4,0,0,0,12393,8676,0
Whitfield County,GA,69.6,30.4,26.8,22.7,15.7,6.6,7193,19290,1
Whitley County,IN,98.2,1.8,0,0,0,0,4420,10257,1
Whitley County,KY,87.5,12.5,5.9,3.2,1.3,0,2683,10232,1
Whitman County,WA,63.4,36.6,5.4,0,0,0,6910,7460,1
Wibaux County,MT,42.2,57.8,23.2,10.6,6.4,0,25,421,1
Wichita County,KS,64.3,35.7,27.5,5.1,0,0,157,821,1
Wichita County,TX,64.2,35.8,22.6,13,4,0,10490,29756,1
Wicomico County,MD,82.9,17.1,0.8,0,0,0,17481,20136,1
Wilbarger County,TX,58.2,41.8,28.7,25.3,16,0.1,971,2956,1
Wilcox County,AL,71.4,28.6,13.1,4.1,3.1,0,4867,1676,0
Wilcox County,GA,53.7,46.3,14.3,3.8,1.1,0,1059,2050,1
Wilkes County,GA,49.7,50.3,23.1,10.3,7.4,3.5,2080,2628,1
Wilkes County,NC,76.1,23.9,12.3,0,0,0,8089,20410,1
Wilkin County,MN,87.4,12.6,0.6,0,0,0,1258,1884,1
Wilkinson County,GA,41.9,58.1,29.3,10.4,5.3,0.4,2180,2245,1
Wilkinson County,MS,70.6,29.4,5.6,1.3,0,0,2940,1275,0
Will County,IL,88.6,11.4,0.6,0,0,0,127522,118366,0
Willacy County,TX,58.5,41.5,11.4,1.9,0,0,3595,1415,0
Williams County,ND,50.9,49.1,34,14.2,6.1,0.2,2288,7087,1
Williams County,OH,93.4,6.6,0,0,0,0,7045,9863,1
Williamsburg County,SC,59.9,40.1,12.4,0.4,0,0,11318,4819,0
Williamson County,IL,79.6,20.4,1,0,0,0,10622,17880,1
Williamson County,TN,81.2,18.8,5.5,3.6,1.3,0,24328,68090,1
Williamson County,TX,59.9,40.1,18.2,3.9,0,0,61812,96910,1
Wilson County,KS,63.2,36.8,17.8,7.7,0,0,813,2812,1
Wilson County,NC,81.5,18.5,0,0,0,0,20745,17904,0
Wilson County,TN,80.4,19.6,5.7,3.8,1.3,0,14669,36076,1
Wilson County,TX,65.2,34.8,11.5,0.5,0,0,4819,12205,1
Windham County,CT,72.4,27.6,21.5,2.3,0,0,25953,19758,0
Windham County,VT,72.3,27.7,17.3,0,0,0,16080,5344,0
Windsor County,VT,59.5,40.5,23,5.9,0,0,19440,8583,0
Winkler County,TX,79.7,20.3,7.7,0.2,0,0,398,1331,1
Winn Parish,LA,63.8,36.2,19.5,9.5,0.8,0,1919,4539,1
Winnebago County,IA,97.4,2.6,0,0,0,0,2895,2897,1
Winnebago County,IL,95.1,4.9,0,0,0,0,60334,53722,0
Winnebago County,WI,97.4,2.6,0,0,0,0,45410,42073,0
Winneshiek County,IA,95.4,4.6,2.7,0.3,0,0,6245,4618,0
Winona County,MN,95.4,4.6,0.2,0,0,0,14980,11480,0
Winston County,AL,61.2,38.8,21.6,11.4,3.3,0.1,1286,8310,1
Winston County,MS,58.7,41.3,26.6,9.9,3.2,0,4557,5147,1
Wirt County,WV,95.7,4.3,0,0,0,0,673,1422,1
Wise County,TX,61.8,38.2,22.7,9.5,1.1,0,3219,17178,1
Wise County,VA,0,0,0,0,0,0,3751,11041,1
Wolfe County,KY,91.2,8.8,5.1,3.8,0.1,0,976,1542,1
Wood County,OH,89.9,10.1,2.2,0,0,0,31596,28997,0
Wood County,TX,61.1,38.9,21.1,7.2,0,0,3052,14317,1
Wood County,WI,92.6,7.4,0.5,0,0,0,18546,19685,1
Wood County,WV,95,5,0,0,0,0,11067,21980,1
Woodbury County,IA,89.1,10.9,2,0.3,0,0,22026,22136,1
Woodford County,IL,83,17,0,0,0,0,5564,12947,1
Woodford County,KY,91.8,8.2,5.1,3.2,0,0,4883,7218,1
Woodruff County,AR,74.3,25.7,10.3,2.6,0,0,1340,1227,0
Woods County,OK,52,48,31.1,20.3,14.4,7,670,2725,1
Woodson County,KS,62.3,37.7,15.8,7.2,0,0,377,1030,1
Woodward County,OK,47.5,52.5,37.9,26.7,15.7,8.8,1129,5936,1
Worcester County,MA,70.5,29.5,21.6,15.3,5.5,0,195667,162022,0
Worcester County,MD,90.9,9.1,0.1,0,0,0,9841,14334,1
Worth County,GA,51.4,48.6,21.7,6.7,1,0,2486,5864,1
Worth County,IA,96.7,3.3,0,0,0,0,2343,1743,0
Worth County,MO,63.1,36.9,14.9,3.6,1.2,0,341,664,1
Wright County,IA,92.9,7.1,0.8,0,0,0,2794,3309,1
Wright County,MN,98.6,1.4,0,0,0,0,26584,41460,1
Wright County,MO,58.9,41.1,16.6,9.7,0,0,1953,5831,1
Wyandot County,OH,88.9,11.1,3.6,0,0,0,3962,6054,1
Wyandotte County,KS,54.9,45.1,16.6,8.9,6.8,4.4,33265,15273,0
Wyoming County,NY,75.4,24.6,11.5,7.6,2,0,5224,9726,1
Wyoming County,PA,79,21,4.7,0,0,0,4812,6189,1
Wyoming County,WV,90.7,9.3,0,0,0,0,1575,5751,1
Wythe County,VA,80.3,19.7,5.8,0,0,0,3782,8324,1
Yadkin County,NC,70.2,29.8,14.6,0,0,0,3928,12500,1
Yakima County,WA,48.8,51.2,13.6,0,0,0,25945,35381,1
Yalobusha County,MS,72.9,27.1,16.8,8.7,1.3,0,2984,3261,1
Yamhill County,OR,50.9,49.1,29.2,14,0,0,18906,21711,1
Yancey County,NC,76.7,23.3,14.7,3.1,0.2,0,3954,5249,1
Yankton County,SD,86,14,4.9,0.1,0,0,4208,5463,1
Yates County,NY,75.9,24.1,14,9.6,5.1,0,4021,4270,1
Yavapai County,AZ,41.4,58.6,36.9,20.6,9.6,0.7,32624,62385,1
Yazoo County,MS,67,33,17.1,9,2.6,0,6220,4560,0
Yell County,AR,57.8,42.2,31,11.3,1.4,0,1720,4041,1
Yellow Medicine County,MN,95.5,4.5,0,0,0,0,2465,2806,1
Yellowstone County,MT,81.4,18.6,11.1,3.1,0.5,0,26275,40421,1
Yoakum County,TX,57.1,42.9,28.9,17.5,2.8,0,409,1698,1
Yolo County,CA,56.3,43.7,24.3,9.8,0,0,38856,19080,0
York County,ME,54.9,45.1,25.8,12.7,3.1,0,61492,43879,0
York County,NE,78.9,21.1,0.5,0,0,0,1352,4814,1
York County,PA,69.7,30.3,14.7,0,0,0,72126,111576,1
York County,SC,59.2,40.8,15.9,3.3,0.7,0,38757,59149,1
York County,VA,84.5,15.5,0,0,0,0,13165,20182,1
Young County,TX,77,23,12.1,3.7,0,0,992,6225,1
Yuba County,CA,62.7,37.3,16.5,0,0,0,5817,8746,1
Yuma County,AZ,14.4,85.6,76.6,35.2,14,0,14025,19500,1
Yuma County,CO,74.1,25.9,10.8,0,0,0,950,3433,1
Zapata County,TX,56.1,43.9,18.7,4.3,0.8,0,2517,993,0
Zavala County,TX,52.9,47.1,28,8.7,2,0.4,3042,574,0
Ziebach County,SD,33.1,66.9,45.8,20.1,3.5,0,439,314,0
